Date,Time,F/W Ver,VID,PID,S/N,Manufacturer,Product,Capacity,Speed,Update,Verify,Format,Install,Result
2022/05/31,13:53:40,V02L07R09-99:4 Beta4,0x04C5,0x2028,="",ZALMAN,ZM-VE400,--,USB2.0,Pass,--,--,--,Pass
